id,title,rating,date,body,sentiment,category,satisfied,text
564,Parfait ras,5,2024-06-22 00:00:00+00:00,Parfait ras,Positive,Uncategorized,1,Parfait ras Parfait ras
565,très bien,5,2024-06-22 00:00:00+00:00,"Colis bien emballé envoyé et reçu très vite DVD en très bon état, conformément à l'annonce.",Neutral,Shipping,1,"très bien Colis bien emballé envoyé et reçu très vite DVD en très bon état, conformément à l'annonce."
566,Produit conforme,5,2024-06-22 00:00:00+00:00,"Produit conforme, livré rapidement; tout était conforme à l'attendu.",Neutral,Shipping,1,"Produit conforme Produit conforme, livré rapidement; tout était conforme à l'attendu."
567,Globalement satisfait,4,2024-06-22 00:00:00+00:00,"Livraison conforme
Matériel bien emballé et en parfait état
Suivi de l'acheminement correct
Aurait juste pu être un peu plus rapide",Positive,Shipping,1,"Globalement satisfait Livraison conforme
Matériel bien emballé et en parfait état
Suivi de l'acheminement correct
Aurait juste pu être un peu plus rapide"
568,Livre,5,2024-06-22 00:00:00+00:00,"Expédition rapide 
Livre en très bon état ",Neutral,Shipping,1,"Livre Expédition rapide 
Livre en très bon état "
569,Cartouche d'encre ,5,2024-06-22 00:00:00+00:00,"Facilité pour trouver l'article et le commander 
",Negative,Customer Service,1,"Cartouche d'encre  Facilité pour trouver l'article et le commander 
"
570,Expérience très positive,5,2024-06-22 00:00:00+00:00,"Expérience très positive. De nombreux choix de produits et fournisseurs.
Je recommande ce site",Negative,Customer Service,1,"Expérience très positive Expérience très positive. De nombreux choix de produits et fournisseurs.
Je recommande ce site"
571,Excellent que de positif,5,2024-06-22 00:00:00+00:00,Excellent que de positif ,Neutral,Uncategorized,1,Excellent que de positif Excellent que de positif 
572,Très bonne communication ,5,2024-06-22 00:00:00+00:00,Très bonne communication avec le vendeur. Rapide. Bien emballé.,Positive,Uncategorized,1,Très bonne communication  Très bonne communication avec le vendeur. Rapide. Bien emballé.
573,Quand on cherche on découvre et parfois on trouve.,4,2024-06-17 00:00:00+00:00,"J'ai cherché et trouvé des CD et DVD d'occasion intéressants pour mes goûts et mon budget. J'ai eu quelques difficultés en passant de certaines pages à d'autres et pour les retours en arrière ; un site à domestiquer avec l'usage. Une expérience à mémoriser pour chaque vendeur, selon leurs conditions particulières (notamment les envois et les services différents fournis par les transporteurs à mémoriser aussi).",Negative,Customer Service,1,"Quand on cherche on découvre et parfois on trouve. J'ai cherché et trouvé des CD et DVD d'occasion intéressants pour mes goûts et mon budget. J'ai eu quelques difficultés en passant de certaines pages à d'autres et pour les retours en arrière ; un site à domestiquer avec l'usage. Une expérience à mémoriser pour chaque vendeur, selon leurs conditions particulières (notamment les envois et les services différents fournis par les transporteurs à mémoriser aussi)."
574,escroquerie flagrante,1,2024-06-12 00:00:00+00:00,"Bonjour,
J'ai commandé une montre pour l'anniversaire de ma fille.
Avec surprise, je m'aperçoit que le livreur indique ""colis livré"" alors que je n'ai rien reçu. Je tente de contacter le vendeur, mais il n'existe plus sur rakuten. Je contacte Rakuten qui me dis d'aller porter plainte contre le transporteur. Mais il n'y a jamais eu aucun transporteur puisqu'il s'agit incontestablement d'une escroquerie. Rakuten est complice de cette escroquerie, j'ai perdu 136€ et ma fille n'a pas eu son cadeau d'anniversaire. Ce site est à fuir de toute urgence",Negative,Customer Service,0,"escroquerie flagrante Bonjour,
J'ai commandé une montre pour l'anniversaire de ma fille.
Avec surprise, je m'aperçoit que le livreur indique ""colis livré"" alors que je n'ai rien reçu. Je tente de contacter le vendeur, mais il n'existe plus sur rakuten. Je contacte Rakuten qui me dis d'aller porter plainte contre le transporteur. Mais il n'y a jamais eu aucun transporteur puisqu'il s'agit incontestablement d'une escroquerie. Rakuten est complice de cette escroquerie, j'ai perdu 136€ et ma fille n'a pas eu son cadeau d'anniversaire. Ce site est à fuir de toute urgence"
575,Bonjour et merci ,5,2024-06-22 00:00:00+00:00,"Bonjour. 
J'utilise quelques fois le site Rakuten afin de trouver certains ouvrages qui me plaisent particulièrement. 
Je n'ai jamais été déçu. 
Je suis vraiment très heureux de mon expérience. 
Merci ",Negative,Marketplace,1,"Bonjour et merci  Bonjour. 
J'utilise quelques fois le site Rakuten afin de trouver certains ouvrages qui me plaisent particulièrement. 
Je n'ai jamais été déçu. 
Je suis vraiment très heureux de mon expérience. 
Merci "
576,Livraison plus rapide que prévu et site…,5,2024-06-22 00:00:00+00:00,Livraison plus rapide que prévu et site efficace ,Neutral,Shipping,1,Livraison plus rapide que prévu et site… Livraison plus rapide que prévu et site efficace 
577,Je recherchais ce catalogue de tricot.,5,2024-06-22 00:00:00+00:00,"Je recherchais ce catalogue de tricot.
Bravo pour le choix, le prix et la livraison rapide.",Neutral,Shipping,1,"Je recherchais ce catalogue de tricot. Je recherchais ce catalogue de tricot.
Bravo pour le choix, le prix et la livraison rapide."
578,Produits conformes à l'annonce,5,2024-06-22 00:00:00+00:00,Produits conformes à l'annonce. Livraison rapide et colis en bon état.,Neutral,Shipping,1,Produits conformes à l'annonce Produits conformes à l'annonce. Livraison rapide et colis en bon état.
579,Envoi rapide,5,2024-06-22 00:00:00+00:00,Envoi rapide ,Neutral,Shipping,1,Envoi rapide Envoi rapide 
580,Toujours au top,5,2024-06-22 00:00:00+00:00,Toujours au top,Positive,Uncategorized,1,Toujours au top Toujours au top
581,Rien à dire,5,2024-06-22 00:00:00+00:00,"Rien à dire, j'ai jamais eu de problème.
La durée de livraison peut être un peu lente lorsqu'on est habitué à la livraison en 1 jour d'Amaeon. Cependant, en regardant le prix ça vaut la peine d'attendre. Article à 1699 chez Amazon, j'ai acheté à 1348 sur Rakuten.",Negative,Customer Service,1,"Rien à dire Rien à dire, j'ai jamais eu de problème.
La durée de livraison peut être un peu lente lorsqu'on est habitué à la livraison en 1 jour d'Amaeon. Cependant, en regardant le prix ça vaut la peine d'attendre. Article à 1699 chez Amazon, j'ai acheté à 1348 sur Rakuten."
582,Site facile a utiliser ,4,2024-06-22 00:00:00+00:00,"Site facile, bonne Interface pour passer commande, facilité pour communiquer avec les commerçants, j'ai enlevé une étoile car les notifications de suivi de commande ne sont pas transmises par mail",Negative,Customer Service,1,"Site facile a utiliser  Site facile, bonne Interface pour passer commande, facilité pour communiquer avec les commerçants, j'ai enlevé une étoile car les notifications de suivi de commande ne sont pas transmises par mail"
583,Description du livre très fiable et…,5,2024-06-22 00:00:00+00:00,Description du livre très fiable et envoi rapide,Neutral,Shipping,1,Description du livre très fiable et… Description du livre très fiable et envoi rapide
584,Livraison ultra rapide ,5,2024-06-22 00:00:00+00:00,Livraison ultra rapide ! Prix toujours avantageux ,Neutral,Shipping,1,Livraison ultra rapide  Livraison ultra rapide ! Prix toujours avantageux 
585,Très satisfait de rakuten,5,2024-06-22 00:00:00+00:00,Très satisfait de rakuten,Neutral,Uncategorized,1,Très satisfait de rakuten Très satisfait de rakuten
586,Bonne communication et content de l…,5,2024-06-22 00:00:00+00:00,Bonne communication et content de l achat ,Neutral,Uncategorized,1,Bonne communication et content de l… Bonne communication et content de l achat 
587,Très bonne communication,5,2024-06-22 00:00:00+00:00,"Très bonne communication, expédition rapide et tarif imbattable ",Positive,Shipping,1,"Très bonne communication Très bonne communication, expédition rapide et tarif imbattable "
588,Produit à prix compétitif,5,2024-06-22 00:00:00+00:00,"Produit à prix compétitif,  envoi rapide",Neutral,Shipping,1,"Produit à prix compétitif Produit à prix compétitif,  envoi rapide"
589,Meilleur prix ,5,2024-06-22 00:00:00+00:00,Rakuten m'a permis de bénéficier d'une réduction de 30€ par rapport aux autres sites sur l'aspirateur dreame r20.,Negative,Marketplace,1,Meilleur prix  Rakuten m'a permis de bénéficier d'une réduction de 30€ par rapport aux autres sites sur l'aspirateur dreame r20.
590,Entreprise sérieuse,5,2024-06-19 00:00:00+00:00,"Entreprise sérieuse, rien à redire.",Negative,Uncategorized,1,"Entreprise sérieuse Entreprise sérieuse, rien à redire."
591,"votre site permets de m'offrir divers produits que je ne pourrais m'acheter neuf ,et ça c'est super ...",5,2024-06-08 00:00:00+00:00,"Chaque commandes sont respectées aussi bien dans la livraison que les produits ,",Positive,Customer Service,1,"votre site permets de m'offrir divers produits que je ne pourrais m'acheter neuf ,et ça c'est super ... Chaque commandes sont respectées aussi bien dans la livraison que les produits ,"
592,Expérience à renouveler,5,2024-06-19 00:00:00+00:00,C’était ma première expérience d’achat avec Rakuten et je suis très satisfait de ma commande arrivée en bon état dans les délais respectés. A recommander.,Neutral,Customer Service,1,Expérience à renouveler C’était ma première expérience d’achat avec Rakuten et je suis très satisfait de ma commande arrivée en bon état dans les délais respectés. A recommander.
593,Toujours aussi pro,5,2024-06-12 00:00:00+00:00,Livraisons rapides et partfaitement emballées,Neutral,Shipping,1,Toujours aussi pro Livraisons rapides et partfaitement emballées
594,Livraison rapide et super prix !,5,2024-06-19 00:00:00+00:00,"Livraison rapide, matériel conforme et prix imbattable !!!",Positive,Shipping,1,"Livraison rapide et super prix ! Livraison rapide, matériel conforme et prix imbattable !!!"
595,Je peux vous dire que était super !,5,2024-06-21 00:00:00+00:00,Je peux vous dire que était super !,Positive,Uncategorized,1,Je peux vous dire que était super ! Je peux vous dire que était super !
596,J'ai commandé un support dosette de…,1,2024-06-23 00:00:00+00:00,"J'ai commandé un support dosette de cafetière Senseo, celui ci entait présente avec 2 articles, je souhaitais commandé 2 support, donc c'était  parfait, le prix était correct pour 2 articles.
Finalement je n'ai reçu qu'un seul article, j'ai fait une réclamation, j'ai du me justifier en envoyant plusieurs message, et également envoyer des photos, in se demande pourquoi;
N'yant pa s dereponse positive à ma demande, j'ai demandé à retourner l'article, et la surprise, je dois payer l'expédition.
Je commande de très nombreux articles sur Amazon et en cas de retour, c'est hyper simple et cela ne pose aucun probleme.
C'est la première fois que je commande sur Rakuten et aussi la dernier
JE NE RECOMMANDE PAS DU TOUT CE SITE, MAUVAIS SERVICE CLIENT, ECHANGE DIFFICILE, prix excessif
AUCUN INTERET !!!",Negative,Customer Service,0,"J'ai commandé un support dosette de… J'ai commandé un support dosette de cafetière Senseo, celui ci entait présente avec 2 articles, je souhaitais commandé 2 support, donc c'était  parfait, le prix était correct pour 2 articles.
Finalement je n'ai reçu qu'un seul article, j'ai fait une réclamation, j'ai du me justifier en envoyant plusieurs message, et également envoyer des photos, in se demande pourquoi;
N'yant pa s dereponse positive à ma demande, j'ai demandé à retourner l'article, et la surprise, je dois payer l'expédition.
Je commande de très nombreux articles sur Amazon et en cas de retour, c'est hyper simple et cela ne pose aucun probleme.
C'est la première fois que je commande sur Rakuten et aussi la dernier
JE NE RECOMMANDE PAS DU TOUT CE SITE, MAUVAIS SERVICE CLIENT, ECHANGE DIFFICILE, prix excessif
AUCUN INTERET !!!"
597,Pourri,1,2024-06-20 00:00:00+00:00,"Pourri, un téléphone acheter, un téléphone inutilisable, réponse de rakuten après 2 réclamation et une assurance prise sur le site 
On peut rien faire
Reédit 27/06/2024 : 
Suite au renvoie du téléphone pour remboursement sous la période de 14 jours ( conformément à la loi française et européenne ) 
Plus de nouvelles du vendeur 
Rakuten où sont met 330 euros que j'ai dépensé chez vous pour le téléphone et la pseudo assurance ? 


Rakuten repère de voleurs ? 
Ou rakuten des voleurs ? 
Toujours en attente de mon remboursement. Plus de 3 relance faite au vendeur et a rakuten 
De plus je n'ai plus de téléphone. ",Negative,Electronics,0,"Pourri Pourri, un téléphone acheter, un téléphone inutilisable, réponse de rakuten après 2 réclamation et une assurance prise sur le site 
On peut rien faire
Reédit 27/06/2024 : 
Suite au renvoie du téléphone pour remboursement sous la période de 14 jours ( conformément à la loi française et européenne ) 
Plus de nouvelles du vendeur 
Rakuten où sont met 330 euros que j'ai dépensé chez vous pour le téléphone et la pseudo assurance ? 


Rakuten repère de voleurs ? 
Ou rakuten des voleurs ? 
Toujours en attente de mon remboursement. Plus de 3 relance faite au vendeur et a rakuten 
De plus je n'ai plus de téléphone. "
598,ravi de toutes mes transactions,5,2024-06-21 00:00:00+00:00,"ravi de toutes mes transactions, avec des personnes qui m'ont envoyés des livres en bon état, l'emballage soigné et la rapidité de l'envoi, tout ça pour compléter ma collection de livres manquant de danielle steel",Negative,Shipping,1,"ravi de toutes mes transactions ravi de toutes mes transactions, avec des personnes qui m'ont envoyés des livres en bon état, l'emballage soigné et la rapidité de l'envoi, tout ça pour compléter ma collection de livres manquant de danielle steel"
599,contrefaçon chez Rakuten ,1,2024-05-23 00:00:00+00:00,"Après avoir été arnaqué par un de leur partenaire, j’ai renvoyé le produit chez eux. Ils ont reconnu que le produit était une contrefaçon. ils m’ont dit que je serai remboursé dans les 48 h. Ça fait 3 semaines que j’attends, j’envoie un mail tous les 2 jours. Plus aucune réponse depuis 3 semaine. 
Je ne recommande surtout pas rakuten, des escrocs !",Negative,Customer Service,0,"contrefaçon chez Rakuten  Après avoir été arnaqué par un de leur partenaire, j’ai renvoyé le produit chez eux. Ils ont reconnu que le produit était une contrefaçon. ils m’ont dit que je serai remboursé dans les 48 h. Ça fait 3 semaines que j’attends, j’envoie un mail tous les 2 jours. Plus aucune réponse depuis 3 semaine. 
Je ne recommande surtout pas rakuten, des escrocs !"
