title,rating,date,body,sentiment,category,month_year,satisfied
Service client LAMENTABLE,1,2023-08-08 00:00:00,"Service client LAMENTABLE ! Déconseille très fortement tout achat via ce site. Les références des produits annoncés ne correspondent pas aux produits envoyés.

Le site propose de contacter son service client via messenger si un besoin d’information quelconque il y aurait sur l’un de leur produit, chose que j’ai fait. 
Je souhaitais acheter un téléviseur Samsung sur lequel la marque pratiquait des réductions. Afin d’être certain de pouvoir en profiter, j’ai donc fait appel au service Messenger de Rue du Commerce, leur envoyant le lien de l’article que je souhaitais acheter afin d’obtenir le numéro de série exacte. Un numéro de série, compatible avec l’offre Samsung, m’est alors transmis, « Youpi ! ».
À la réception du colis, le téléviseur possédait un tout autre numéro de série, Samsung ne voulant l’accepter pour leur offre de remboursement de 200€ et Rue du Commerce niant leur lamentable manque de communication en interne malgré les captures d’écrans envoyés avec leurs équipes messenger, leur « service client » n’a même pas souhaité pratiqué un quelconque geste commercial. 

À fuire.",Positive,Customer Service,2023-08,0
Très bon rapport qualité prix,5,2023-07-29 00:00:00,"Très bon rapport qualité prix, expédition rapide, colis très bien emballé. Entièrement satisfaite de mon achat sur le site Rue du Commerce.
J'ai commandé Le Redmi Note 11 qui est pour moi un très bon téléphone, de nombreuses fonctionnalités, navigation fluide, bel esthétique de l'article, son suffisamment puissant. Je possède plusieurs produits de cette marque qui fonctionnent très bien, je suis très fidèle à Xiaomi que je recommande.",Positive,Electronics,2023-07,1
Rueducommerce est un site à fuire,1,2023-08-18 00:00:00,"Rueducommerce est un site à fuire. Victime d usurpation d identité. Rueducommerce ne souhaite pas donner les informations relatives aux commandes faite à mon nom et ainsi protège l identité de l escroc.
Cette situation est fortement préjudiciable la personne tente d acheter tout les jours avec mon nom... Le chiffre d affaire semble plus important que la provenance des fonds sur cette plateforme. J ai tenté de les contacter afin de vérifier les informations que la compagnie de crédit m a fourni pour les achats les mêmes que pour la commande j ai donc email, adresse postale et téléphone du voleur validé par COFIDIS et par téléphone avec un employé dans un premier temps n a rien voulu me dire et a acquiescé quand je lui est donné les éléments. mais aucun mail de la compagnie rueducommerce. Résultat les escrocs continuent d acheter en usurpant l identité sans que la police puisse les cueillir sur le site rueducommerce qui semble se soucier uniquement de son chiffre d affaire et pas du préjudice des victimes. Ce site marchand n est donc pas un site sûr et fiable pour les honnêtes gens",Positive,Electronics,2023-08,0
Inutile de faire appel au SAV de rue du commerce,1,2023-03-24 00:00:00,"J'ai acheté un téléphone sur le site de rue du commerce fin juillet 2022. Il est tombé en panne en mars 2023. Conformément aux instructions reçues, je l'ai envoyé à mes frais en Chine. Il n'est jamais arrivé à son destinataire. Toutefois après moultes démarches, il m'est revenu. J'en suis maintenant à près de 290 € de dépenses et pas moins de 27 messages rien que sur le site, pour un téléphone inutilisable ! Le SAV de rue du commerce manque vraiement de professionnalisme et de sérieux !",Positive,Electronics,2023-03,0
Sérieux Compétences Très Bon,5,2023-07-31 00:00:00,Sérieux Compétences Très Bon! Rapport qualité prix 😎,Positive,Uncategorized,2023-07,1
La navigation sur le site et la…,4,2023-07-31 00:00:00,La navigation sur le site et la livraison se sont bien passées,Positive,Shipping,2023-07,1
Livraison rapide et soignée,4,2023-08-17 00:00:00,"Livraison rapide et soignée, article bien emballé et protégé contre les chocs.",Positive,Shipping,2023-08,1
Livraison impeccable,5,2023-08-03 00:00:00,"Livraison impeccable 
Montre super même si batterie faible",Positive,Shipping,2023-08,1
Je suis très satisfait,5,2023-08-04 00:00:00,"Je suis très satisfait de mon achat sur RueDuCommerce. La télévision fonctionne parfaitement, la livraison a été rapide et précautionneuse. Merci.",Positive,Shipping,2023-08,1
pas de problème tout s'est bien passé,5,2023-08-03 00:00:00,pas de problème tout s'est bien passé,Positive,Customer Service,2023-08,1
J'ai commandé un smartphone depuis 3…,1,2023-08-14 00:00:00,"J'ai commandé un smartphone depuis 3 semaines et j'attends toujours. 
Avant cela j'ai eu a commander un pc. Ce fut un chemin de croix pour le recevoir.
Je ne recommande pas.",Neutral,Electronics,2023-08,0
A FUIR ! Héberge un presta malhonnête et régularisation dossier litigieux et tardif CDE 43914282,1,2023-08-14 00:00:00,"Achat effectué en 05/2022 d’un appareil photo à 1506€, appareil qui ne fonctionnait plus après 3 mois d’utilisation. Nous effectuons un SAV, avec un retour en Chine ! Le retour du prestataire est un COLIS VIDE ! 
Après des mois de négociation, ils ont enfin décidé de demander la vidéo avec le fait d’emballer le colis par leur prestataire ! Vidéo inexistante bien entendu !
Rue du commerce a enfin reconnu que nous avons été victime de malhonnêteté et décident de nous rembourser. 
Malheureusement, depuis juin 2023, nous attendons ce remboursement !! Nous demandons alors leur avis de virement… et RIEN !! Alors que nous en avons besoin auprès de notre banque pour rechercher ledit-virement !
Non seulement ils hébergent des prestataires malhonnêtes, ils tardent à reconnaître leurs torts… et en plus nous prennent pour autant, voire plus malhonnêtes qu’eux !",Neutral,Customer Service,2023-08,0
top sur tous les points,5,2023-07-05 00:00:00,"top : ultra rapide et conforme, un plaisir !",Positive,Uncategorized,2023-07,1
Ma commande (un ordinateur) qui devait…,1,2023-08-10 00:00:00,"Ma commande (un ordinateur) qui devait arriver deux jours plus tard, est arrivée au bout de deux semaines! soit disant qu’il y a une enquête transporteur. Ils ne savaient pas où se trouvait le colis!!? c’est pas alibabuy non? 
Commandé le 27 juillet, reçu le 10 Août",Neutral,Electronics,2023-08,0
Rtx 4070,5,2023-07-29 00:00:00,"Commande arrive plus vite que prévu   Très content, rapide efficace 
La carte est plus petite que ma 1080",Positive,Customer Service,2023-07,1
Vendeur professionnel,4,2023-07-06 00:00:00,Vendeur professionnel,Positive,Uncategorized,2023-07,1
Prix intéressant. Commande livrée très rapidement,5,2023-08-12 00:00:00,"J'ai commandé un iPhone 14 Pro 512 Go car le prix était plus intéressant qu'ailleurs. La livraison s'est faite avec plusieurs jours d'avance sur la date annoncée. L'appareil m'a été livré sur rendez-vous avec Chronopost. il fonctionne parfaitement et j'n suis très satisfait. L'expérience est plus que positive, et je n'en suis pas à ma première commande.",Positive,Electronics,2023-08,1
Commande passée le 29 juillet,1,2023-08-11 00:00:00,"Commande passée le 29 juillet. Débité le 30. Le 10 août commande toujours en ""préparation"", appel au service client qui me demande de patienter quelques jours de plus. Le 11 août mail reçu pour m'informer que le produit n'est plus en stock et qu'ils ont donc annuler ma commande avec remboursement a venir (?). Donc déjà il débite avant expédition (la concurrence amaz, cdisc ect.. ne le fait pas) et en plus il mettent 2 semaines a se rendre compte qu'il n'y a plus de stock. Donc a la finale je leur ai fait un prêt d'argent contre mon gré. Osez afficher ""ÉLU PREMIER SITE POUR ACHETER EN TOUTE CONFIANCE !"" sur son site alors que cos notes et retour client sont abominable il faut avoir un sacré culot.",Neutral,Customer Service,2023-08,0
Avec Rue du commerce je n'ai jamais été déçu,5,2023-07-27 00:00:00,"Avec Rue du commerce je n'ai jamais été déçu livré avec soin et dans les temps, je recommande Rue du commerce j'ai commandé un fauteuil de bureau Oraxeat a un prix imbattable, quelle classe j'adore.",Positive,Customer Service,2023-07,1
Locataire d'une carte graphique depuis…,1,2023-06-27 00:00:00,"Locataire d'une carte graphique depuis janvier 2023 celle-ci est tombée en panne le 27 juin 2023. Rue du commerce sous-traitant la prise en charge de la garantie auprès de Garantie Privée, depuis que cette officine a réceptionnée le produit (un mois et demi) je n'arrive pas à savoir ce qu'il est advenu de cette carte graphique... Garantie privée me promène me renvoyant d'échéance en échéance (leur chiffre magique étant ""14 jours"" !) et je ne sais toujours pas ce qui va se passer (réparation, échange standard...) et ce malgré 2 réclamations auprès des services de garantie auxquelles ils n'ont même pas répondu... Un scandale... Je suis totalement dépendant de l'incompétence de ce service et je continue à payer une location sans jouir du produit... Top du top !!!",Positive,Customer Service,2023-06,0
Commande retourné pour SAV en Mars,1,2023-03-25 00:00:00,"Commande retourné pour SAV en Mars, aujourd’hui le 11 aout je n’ai toujours pas reçu mon produit . RUE DU COMMERCE me balade en promettant un remboursement. 8 mois d’attente et un total mépris pour le client. Rue du commerce est a fuir . Signalement effectué auprés de la DGCCRF et le dossier pris en main par ma protection juridique.",Positive,Customer Service,2023-03,0
J'ai été tenu au courant de chaque…,5,2023-07-22 00:00:00,J'ai été tenu au courant de chaque mouvement concernant ma commande.  Les informations sont parfaitement accessibles et lisibles si besoin.,Positive,Customer Service,2023-07,1
parfait,5,2023-08-09 00:00:00,parfait. vendeur très arrangeant,Positive,Uncategorized,2023-08,1
Commande n°45351182 du 10/07/2023,1,2023-07-10 00:00:00,"Commande n°45351182 du 10/07/2023 pour livraison estimé le 15/07/2023

Multiples messages site, mails, coups de téléphone : au début du blabla, ensuite ils ne répondent même plus aux appels raccrochent au bout de 10mn

J'ai commandé les articles ailleurs et je l'ai est reçu en 2 jours
Je demande l'annulation de ma commande ainsi que son remboursement  depuis des semaines

Ouverture d'un litige paypal transformé en Réclamation depuis.
Réponse de rueducommerce le 25 Juillet : on fait le nécessaire pour l annulation et le remboursement

Depuis plus de nouvelle

Toujours en préparation sur le site rueducommerce

Nous sommes le 09/08/2023, il faut autant de temps que ca pour annuler et rembourser une commande

Ce n'est pas sérieux du tout",Neutral,Electronics,2023-07,0
SAV aux abonnés absents,1,2023-08-08 00:00:00,"Livraison non effectuée et pas de solution proposée …
Le pire étant que le SAV ne répond plus ( numéro mis en liste noire? ) 
Bref, lamentable et malhonnête ( soi disant preuve de livraison avec signature …or je suis absente à 700 km du lieu de livraison). 
Site à éviter absolument si vous ne voulez pas être arnaqué ( la , 600€…)",Neutral,Shipping,2023-08,0
NUL!!!!,1,2023-06-29 00:00:00,"Commande passée le 29/06/2023, livraison prévue le 03/07/2023, article reçu le 25/07/2023 après plusieurs appels et mails. Le motif donné à ce retard c'est un changement d'entrepôt, c'est vrai qu'au moment des soldes, c'était presque le ""bon"" moment, mais bon je n'y croit absolument pas. Le pompon, c'est le geste commercial que propose RDC de 10€ (en bon d'achat bien sûr) pour le désagrément (article d'une valeur de 765€).
Donc leur bon d'achat ils peuvent se le mettre là où ils veulent et je ne recommande absolument pas ce site qui est devenu une catastrophe...
PS: comme par hasard, je n'ai toujours pas reçu le mail de RDC pour donner son avis!",Negative,Customer Service,2023-06,0
Délais de livraison pas respectés,1,2023-08-08 00:00:00,"Les délais de livraison ne sont pas respectés … là commande est en préparation depuis 1 semaine et je demande de changer le destinataire pour récupérer le colis et on me dit que ce n’est pas possible … à fuir surtout sur pour des achats à plus de 50€. Il est préférable de passer par Amazon ou topachat

C’est la dernière fois que je commande !!!!",Neutral,Customer Service,2023-08,0
"RAS, bonne commande",4,2023-07-26 00:00:00,"RAS, par contre mauvaise communication pour avoir ma clé offerte avec ma carte graphique",Positive,Uncategorized,2023-07,1
Commande sur le site internet,5,2023-07-17 00:00:00,"Commande sur le site internet. Très bon service.  Code de jeu bonus, reçu rapidement.",Positive,Customer Service,2023-07,1
Très bon site,5,2023-08-01 00:00:00,Très bon site,Positive,Marketplace,2023-08,1
Aucun problème,5,2023-07-20 00:00:00,Aucun problème. Livraison et produit parfaits.,Positive,Customer Service,2023-07,1
