id,title,rating,date,body,sentiment,category,satisfied,text
405,PAS DE REMBOURSEMENT SUR UNE COMMANDE,1,2024-05-17 00:00:00+00:00,"Bonjour, 

J'ai passé une commande le 17/05/2024 que j'ai annulé par la suite parce que j'ai fais une erreur de sélection du lieu de livraison. Cependant, étant donné que je l'ai passé en utilisant un bon d'achat de 300€ commandé sur Bimpli, le bon d'achat n'est toujours pas valide jusqu'à présent et je n'ai toujours pas été remboursée de mes frais de livraison non plus. J'ai appelé le service client 3979 à plusieurs reprises mais toujours la même réponse il faut que je patiente. Honnêtement c'est la pire expérience que j'ai vécu jusqu'ici pour un achat en ligne. Sachant que le service client est facturé je vous laisse imaginer les dépenses en plus que ça me fait. Cette commande était urgente je n'ai reçu ni mon argent ni ma commande. Evitez CDISCOUNT !!!",Negative,Customer Service,0,"PAS DE REMBOURSEMENT SUR UNE COMMANDE Bonjour, 

J'ai passé une commande le 17/05/2024 que j'ai annulé par la suite parce que j'ai fais une erreur de sélection du lieu de livraison. Cependant, étant donné que je l'ai passé en utilisant un bon d'achat de 300€ commandé sur Bimpli, le bon d'achat n'est toujours pas valide jusqu'à présent et je n'ai toujours pas été remboursée de mes frais de livraison non plus. J'ai appelé le service client 3979 à plusieurs reprises mais toujours la même réponse il faut que je patiente. Honnêtement c'est la pire expérience que j'ai vécu jusqu'ici pour un achat en ligne. Sachant que le service client est facturé je vous laisse imaginer les dépenses en plus que ça me fait. Cette commande était urgente je n'ai reçu ni mon argent ni ma commande. Evitez CDISCOUNT !!!"
406,Mauvais produit recu. Retour produit à mes frais !,1,2024-05-06 00:00:00+00:00,"Le produit qui m'a été envoyé n'avait rien à voir avec ma commande.
Le retour a été à mes frais. Je n'ai été remboursé que du produit mais pas du colis de retour. Je ne suis pas responsable de leur erreur et j'en suis de ma poche.
Quel site de vente fait de nos jours ?!
Ce vendeur est une fraude !",Negative,Customer Service,0,"Mauvais produit recu. Retour produit à mes frais ! Le produit qui m'a été envoyé n'avait rien à voir avec ma commande.
Le retour a été à mes frais. Je n'ai été remboursé que du produit mais pas du colis de retour. Je ne suis pas responsable de leur erreur et j'en suis de ma poche.
Quel site de vente fait de nos jours ?!
Ce vendeur est une fraude !"
407,facilité à trouver un produit,5,2024-05-27 00:00:00+00:00,"facilité à trouver un produit
avis intéressant",Negative,Marketplace,1,"facilité à trouver un produit facilité à trouver un produit
avis intéressant"
408,Je trouve le service au top et suis…,5,2024-05-27 00:00:00+00:00,Je trouve le service au top et suis fidèle à cette entreprise française,Neutral,Customer Service,1,Je trouve le service au top et suis… Je trouve le service au top et suis fidèle à cette entreprise française
409,Grand acheteur de ce site déçu par le SAV,2,2024-04-02 00:00:00+00:00,"Grand acheteur de ce site depuis presque 20 ans,je suis de plus en plus déçu. SAV laissant à désirer. Problème sur deux articles défectueux non résolu. 
Vraiment dommage, j’étais un grand fan de cette boutique et me tourne à présent plus vers la concurrence comme AMAZON où on voit la différence de suivi sur les retours ou le SAV.
J’achetais pratiquement tout chez eux (TV, écouteurs, barbecue, tondeuse, électroménagers…), mais avec ces expériences cela m’a refroidit.
J’espère pour eux qu’ils ne vont pas suivre la voie de GÉANT ou CASINO…",Negative,Electronics,0,"Grand acheteur de ce site déçu par le SAV Grand acheteur de ce site depuis presque 20 ans,je suis de plus en plus déçu. SAV laissant à désirer. Problème sur deux articles défectueux non résolu. 
Vraiment dommage, j’étais un grand fan de cette boutique et me tourne à présent plus vers la concurrence comme AMAZON où on voit la différence de suivi sur les retours ou le SAV.
J’achetais pratiquement tout chez eux (TV, écouteurs, barbecue, tondeuse, électroménagers…), mais avec ces expériences cela m’a refroidit.
J’espère pour eux qu’ils ne vont pas suivre la voie de GÉANT ou CASINO…"
410,achat toujours parfait,5,2024-05-26 00:00:00+00:00,achat toujours parfait,Positive,Uncategorized,1,achat toujours parfait achat toujours parfait
411,Les achats que j'ai pu faire sont…,4,2024-05-02 00:00:00+00:00,"Les achats que j'ai pu faire sont arrivés rapidement et le suivi reflète réellement la réalité.
Pour l'instant pas de mauvaise surprise.",Negative,Uncategorized,1,"Les achats que j'ai pu faire sont… Les achats que j'ai pu faire sont arrivés rapidement et le suivi reflète réellement la réalité.
Pour l'instant pas de mauvaise surprise."
412,je nais jamais de problèmes avec c…,5,2024-05-25 00:00:00+00:00,je nais jamais de problèmes avec c discount et je commende tous se don jais besoin   ,Negative,Customer Service,1,je nais jamais de problèmes avec c… je nais jamais de problèmes avec c discount et je commende tous se don jais besoin   
413,Acheteur compulsif de Cdiscount je suis…,5,2024-05-25 00:00:00+00:00,"Acheteur compulsif de Cdiscount je suis encore satisfait de cette commande pour ma petite fille ; grand choix de cartes Pokémon , prix attractifs , livraison rapide .",Positive,Customer Service,1,"Acheteur compulsif de Cdiscount je suis… Acheteur compulsif de Cdiscount je suis encore satisfait de cette commande pour ma petite fille ; grand choix de cartes Pokémon , prix attractifs , livraison rapide ."
414,Site de qualité ,4,2024-05-24 00:00:00+00:00,Site de qualité et Cdiscount à volonté permet une livraison très rapide,Neutral,Shipping,1,Site de qualité  Site de qualité et Cdiscount à volonté permet une livraison très rapide
415,Une catastrophe,1,2024-05-25 00:00:00+00:00,"Une catastrophe, j'ai commandé une imprimante que je n'ai jamais reçu le vendeur n'a jamais répondu aux messages et le service client est inutile. En parallèle j'avais commandé des cartouches que j'ai bien reçu mais sans imprimante elles ne peuvent pas me servir... J'ai demandé à pouvoir retourner les cartouches qui me sont plus utiles du fait de ne pas avoir reçu l'imprimante mais le délais de rétractation est dépassé... Une grosse blague  plus jamais Cdiscount 
Bonjour Damien, je vous ai envoyé les références demandées. La meilleure solution pour le client que j'ai suggéré à vos services, aurait été de lui envoyer la même imprimante et de faire régler la différence au vendeur qu'il lui au final n'a pas eu de désagrément contrairement à moi qui me retrouve avec des cartouches inutilisables...",Negative,Electronics,0,"Une catastrophe Une catastrophe, j'ai commandé une imprimante que je n'ai jamais reçu le vendeur n'a jamais répondu aux messages et le service client est inutile. En parallèle j'avais commandé des cartouches que j'ai bien reçu mais sans imprimante elles ne peuvent pas me servir... J'ai demandé à pouvoir retourner les cartouches qui me sont plus utiles du fait de ne pas avoir reçu l'imprimante mais le délais de rétractation est dépassé... Une grosse blague  plus jamais Cdiscount 
Bonjour Damien, je vous ai envoyé les références demandées. La meilleure solution pour le client que j'ai suggéré à vos services, aurait été de lui envoyer la même imprimante et de faire régler la différence au vendeur qu'il lui au final n'a pas eu de désagrément contrairement à moi qui me retrouve avec des cartouches inutilisables..."
416,parfait,5,2024-05-25 00:00:00+00:00,parfait rapide site tres pro merci  a bientot.,Positive,Marketplace,1,parfait parfait rapide site tres pro merci  a bientot.
417,Sérieux,5,2024-04-11 00:00:00+00:00,"Sérieux, fiabilité et rapidité",Neutral,Uncategorized,1,"Sérieux Sérieux, fiabilité et rapidité"
418,très bonne expérience,5,2024-05-25 00:00:00+00:00,très bonne expérience,Neutral,Uncategorized,1,très bonne expérience très bonne expérience
419,J'ai eu droit à une renouvellement de…,1,2024-04-10 00:00:00+00:00,"J'ai eu droit à une renouvellement de l’abonnement cdiscount à volonté sans aucune information. Je n'ai jamais reçu aucun mail comme quoi cet abonnement allez être renouveler. Donc un litige de plus avec ce marchand, avec lequel je ne voulais plus rien avoir à voir suite à un litige en 2023.
Car lorsque vous commander 5 article, avec un qui est en lot de 3, et que l'on vous en livre que 2. Après de nombre discussion on vous rembourse le mauvais article. Quand il s'apercevoir de l'erreur, il vous menace en cas de non paiement, mais sans jamais vous livrer l'article manquant. 
Le montant étant trop faible mon assurance juridique n'a pu intervenir.

Comment doit-on appeler ces façons de procéder ???

A vous de voir. Et faite bien des captures lors de vos échanges, car pour ma part tous les messages ont disparu.

Je me retrouve avec un abonnement jusqu'en 2025 que je n'utiliserai jamais, merci et bonne continuation.

31/05/24 : A ce jour je n'ai pas eu de message d'un quelconque service. Par contre pour information la résiliation est possible depuis l'espace client, mon espace fidélité, mon abonnement à volonté. Ce que j'ai réalisé le 25 mai.",Negative,Customer Service,0,"J'ai eu droit à une renouvellement de… J'ai eu droit à une renouvellement de l’abonnement cdiscount à volonté sans aucune information. Je n'ai jamais reçu aucun mail comme quoi cet abonnement allez être renouveler. Donc un litige de plus avec ce marchand, avec lequel je ne voulais plus rien avoir à voir suite à un litige en 2023.
Car lorsque vous commander 5 article, avec un qui est en lot de 3, et que l'on vous en livre que 2. Après de nombre discussion on vous rembourse le mauvais article. Quand il s'apercevoir de l'erreur, il vous menace en cas de non paiement, mais sans jamais vous livrer l'article manquant. 
Le montant étant trop faible mon assurance juridique n'a pu intervenir.

Comment doit-on appeler ces façons de procéder ???

A vous de voir. Et faite bien des captures lors de vos échanges, car pour ma part tous les messages ont disparu.

Je me retrouve avec un abonnement jusqu'en 2025 que je n'utiliserai jamais, merci et bonne continuation.

31/05/24 : A ce jour je n'ai pas eu de message d'un quelconque service. Par contre pour information la résiliation est possible depuis l'espace client, mon espace fidélité, mon abonnement à volonté. Ce que j'ai réalisé le 25 mai."
420,Site nul,1,2024-05-25 00:00:00+00:00,"Site nul. Tout est mal classé. Il manque tous les renseignements précis sur les produits.
Il n'y a que très peu d'avis clients.
Rien ne fonctionne pour écrire au vendeur ou pour ajouter un nombre de produits.
Il faut ouvrir un compte pour savoir les frais d'envoi.
Le site est ultra lent et ultra. Exemple:
Sur la recherche de cuillères à soupe une page s'ouvre avec n'importe quoi.
Ce site, c'est n'importe quoi. ",Negative,Customer Service,0,"Site nul Site nul. Tout est mal classé. Il manque tous les renseignements précis sur les produits.
Il n'y a que très peu d'avis clients.
Rien ne fonctionne pour écrire au vendeur ou pour ajouter un nombre de produits.
Il faut ouvrir un compte pour savoir les frais d'envoi.
Le site est ultra lent et ultra. Exemple:
Sur la recherche de cuillères à soupe une page s'ouvre avec n'importe quoi.
Ce site, c'est n'importe quoi. "
421,Facile à commander ,5,2024-05-25 00:00:00+00:00,"Facile à commander , facile à payer , grand choix",Negative,Customer Service,1,"Facile à commander  Facile à commander , facile à payer , grand choix"
422,J’ai reçu mon écran après une semaine…,1,2024-05-25 00:00:00+00:00,"J’ai reçu mon écran après une semaine de retard et par malchance y’a un trai blanc sur l’écran j’ai du payer 22,70 € pour le retour et je suis remboursé en Bon d’achat je vous laisse réfléchir je suis un client depuis 2014 attendez la suite ",Negative,Shipping,0,"J’ai reçu mon écran après une semaine… J’ai reçu mon écran après une semaine de retard et par malchance y’a un trai blanc sur l’écran j’ai du payer 22,70 € pour le retour et je suis remboursé en Bon d’achat je vous laisse réfléchir je suis un client depuis 2014 attendez la suite "
